,cluster_id_pair1,Name_pair1,City_pair1,Zip_pair1,Address_pair1,gender_field_pair1,source_pair1,age_pair1,cluster_id_pair2,Name_pair2,City_pair2,Zip_pair2,Address_pair2,gender_field_pair2,source_pair2,age_pair2
1045,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1046,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,,480,dollar general 04486,hilliard,320468282,551609us-1,gender_field,pbna,
1047,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,,483,family dollar 07720,hilliard,32046,551477kingsrd,gender_field,pbna,
1048,480,dollar general 04486,hilliard,320468282,551609us-1,gender_field,pbna,,483,family dollar 07720,hilliard,32046,551477kingsrd,gender_field,pbna,
1050,500,northside food store,jacksonville,322184836,1300dunnave,gender_field,pbna,,503,publix 0686,jacksonville,322184832,1100dunnave,gender_field,pbna,
1052,500,northside food store,jacksonville,322184836,1300dunnave,gender_field,pbna,,505,walgreens 11580,jacksonville,322184897,1215dunnaveste2,gender_field,pbna,
1053,500,northside food store,jacksonville,322184836,1300dunnave,gender_field,pbna,,506,family dollar 01690,jacksonville,322184832,1100dunnave,gender_field,pbna,
1056,501,sunnys food mart 3,jacksonville,322184869,819dunnave,gender_field,pbna,,505,walgreens 11580,jacksonville,322184897,1215dunnaveste2,gender_field,pbna,
1058,503,publix 0686,jacksonville,322184832,1100dunnave,gender_field,pbna,,504,walgreens 05690,jacksonville,322184803,866dunnave,gender_field,pbna,
1059,503,publix 0686,jacksonville,322184832,1100dunnave,gender_field,pbna,,505,walgreens 11580,jacksonville,322184897,1215dunnaveste2,gender_field,pbna,
1061,504,walgreens 05690,jacksonville,322184803,866dunnave,gender_field,pbna,,505,walgreens 11580,jacksonville,322184897,1215dunnaveste2,gender_field,pbna,
1062,504,walgreens 05690,jacksonville,322184803,866dunnave,gender_field,pbna,,506,family dollar 01690,jacksonville,322184832,1100dunnave,gender_field,pbna,
1063,505,walgreens 11580,jacksonville,322184897,1215dunnaveste2,gender_field,pbna,,506,family dollar 01690,jacksonville,322184832,1100dunnave,gender_field,pbna,
1078,423,winn-dixie 0191,jacksonville,322054827,5207normandyblvd,gender_field,pbna,,427,publix 1037,jacksonville,322217657,7749normandyblvd,gender_field,pbna,
1079,453,publix 0322,fernandinabeach,320344788,1421sadlerrd,gender_field,pbna,,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,
1081,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,465,dollar tree 2804,fernandinabeach,320344752,814sadlerrd,gender_field,pbna,
1090,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1091,354,pats discount store,staugustine,320864237,2110ushighway1s,gender_field,pbna,,383,olustee general food store,sanderson,320872384,24116ushighway90,gender_field,pbna,
1092,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,391,prime time food store 02,jacksonville,322771335,4275universityblvdn,gender_field,pbna,
1098,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,
1099,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,
1100,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1101,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1102,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1103,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,
1104,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,
1105,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1106,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1107,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1108,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,
1109,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1110,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1111,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1112,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1113,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1114,457,circle k 2726158,fernandinabeach,320344934,1403lewisst,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1115,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1116,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1117,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1119,473,circle k 2726284,fernandinabeach,320347316,941268oldnassauvillerd,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1125,501,sunnys food mart 3,jacksonville,322184869,819dunnave,gender_field,pbna,,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,
1126,507,price rite food 06,jacksonville,322184153,57baisdenrd,gender_field,pbna,,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,
1129,342,hagan ace hardware,orangepark,320656702,1022blandingblvd,gender_field,pbna,,405,walmart sc 1225,orangepark,320658917,899blandingblvd,gender_field,pbna,
1131,405,walmart sc 1225,orangepark,320658917,899blandingblvd,gender_field,pbna,,407,publix 0668,orangepark,320735051,410blandingblvd,gender_field,pbna,
1135,541,dollar general 11826,jacksonville,322262025,12375yellowbluffrd,gender_field,pbna,,544,bubbas food mart 2,jacksonville,322265070,12400yellowbluffrd,gender_field,pbna,
1140,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,427,publix 1037,jacksonville,322217657,7749normandyblvd,gender_field,pbna,
1146,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,341,amba food mart,jacksonville,322253256,13547atlanticblvd,gender_field,pbna,
1150,341,amba food mart,jacksonville,322253256,13547atlanticblvd,gender_field,pbna,,366,discount beverage mart,jacksonville,322201737,11167wbeaverst,gender_field,pbna,
1151,341,amba food mart,jacksonville,322253256,13547atlanticblvd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
1152,341,amba food mart,jacksonville,322253256,13547atlanticblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
1156,367,dinsmore meats,jacksonville,322192138,11058newkingsrd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
1157,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,390,prime time supermarket,jacksonville,322096170,1548kingsrd,gender_field,pbna,
1163,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,,446,raceway 01,yulee,320975421,462569stateroad200,gender_field,pbna,
1174,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,
1186,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,
1188,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,465,dollar tree 2804,fernandinabeach,320344752,814sadlerrd,gender_field,pbna,
1190,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1191,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,
1193,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,465,dollar tree 2804,fernandinabeach,320344752,814sadlerrd,gender_field,pbna,
1195,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1198,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1199,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1201,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1202,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1203,465,dollar tree 2804,fernandinabeach,320344752,814sadlerrd,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1204,465,dollar tree 2804,fernandinabeach,320344752,814sadlerrd,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1205,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1208,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1209,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1210,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,519,first coast energy 1010,jacksonville,322571136,11066oldsaintaugustinerd,gender_field,pbna,
1211,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,
1213,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1214,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,519,first coast energy 1010,jacksonville,322571136,11066oldsaintaugustinerd,gender_field,pbna,
1215,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,
1216,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
1217,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,519,first coast energy 1010,jacksonville,322571136,11066oldsaintaugustinerd,gender_field,pbna,
1218,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,
1219,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
1220,519,first coast energy 1010,jacksonville,322571136,11066oldsaintaugustinerd,gender_field,pbna,,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,
1221,519,first coast energy 1010,jacksonville,322571136,11066oldsaintaugustinerd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
1222,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
1229,359,joe mart,jacksonville,322172216,6270powersave,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1237,501,sunnys food mart 3,jacksonville,322184869,819dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1238,504,walgreens 05690,jacksonville,322184803,866dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1242,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,
1249,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,,492,dollar general 18284,callahan,320113656,540560ushighway1,gender_field,pbna,
1252,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1254,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,,462,circle k 2745063,fernandinabeach,320344667,2020sadlerrd,gender_field,pbna,
1265,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,
1268,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1269,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1272,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1274,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1276,337,timuquana food mart,jacksonville,322108046,5102-1timuquanard,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1279,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,
1282,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1283,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1286,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1288,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1290,338,sams discount food mart,jacksonville,322108058,5703timuquanard,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1292,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,
1293,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,
1294,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
1295,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1296,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1297,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
1298,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
1299,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1300,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1301,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1302,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1303,339,timuquana bp,jacksonville,322108051,5406timuquanard,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1304,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,
1307,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1308,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1311,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1313,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1315,340,cherkos food mart,jacksonville,322108038,5397timuquanard,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1316,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,
1317,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
1318,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1319,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1320,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
1321,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
1322,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1323,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1324,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1325,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1326,360,a1a food store,jacksonville,322332843,2821stateroada1a,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1327,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
1328,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1329,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1330,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
1331,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
1332,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1333,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1334,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1335,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1336,494,sunny food mart 05,jacksonville,322183773,10870hartsrd,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1337,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,
1338,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,
1341,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1343,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1345,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1347,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
1349,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1350,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1352,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1353,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1354,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
1355,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
1356,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1357,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1358,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1359,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1360,518,first coast energy 1085,jacksonville,322582448,13800oldsaintaugustinerd,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1362,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1364,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1366,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1367,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,
1371,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1372,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
1373,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1374,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1375,538,dollar general 10861,jacksonville,322183897,716newberlinrdste17,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1376,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,
1378,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1379,546,loves travel stop 603,jacksonville,322181310,400pecanparkrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
1381,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1386,379,park n shop,jacksonville,322251704,2921monumentrd,gender_field,pbna,,533,first coast energy 1016,jacksonville,322253132,13490atlanticblvd,gender_field,pbna,
1387,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,533,first coast energy 1016,jacksonville,322253132,13490atlanticblvd,gender_field,pbna,
1392,427,publix 1037,jacksonville,322217657,7749normandyblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
